Temp(°C),Temp(°F),Water Range(cm),Water Level,Turbidity(Voltage),Water Purity,pH level,target column
40.75,105.35,28,1,3.04,2,8.3,0
40.69,105.24,28,1,3.14,2,8.3,0
40.69,105.24,28,1,3.23,2,8.35,0
40.69,105.24,28,1,3.16,2,8.38,0
40.69,105.24,28,1,3.05,2,8.21,0
40.63,105.12,28,1,2.96,2,8.32,0
40.56,105.01,28,1,3.12,2,8.15,0
40.56,105.01,28,1,3.01,2,8.28,0
40.56,105.01,28,1,3.06,2,8.12,0
40.56,105.01,28,1,3.0,2,8.28,0
40.5,104.9,28,1,2.97,2,8.39,0
40.5,104.9,28,1,3.2,2,8.34,0
40.5,104.9,28,1,2.96,2,8.29,0
40.5,104.9,28,1,3.27,2,8.29,0
40.44,104.79,28,1,3.12,2,8.25,0
40.44,104.79,28,1,2.97,2,8.12,0
40.44,104.79,28,1,2.98,2,8.14,0
40.44,104.79,28,1,3.12,2,8.26,0
40.38,104.67,28,1,2.98,2,8.26,0
40.38,104.67,28,1,3.16,2,8.18,0
40.38,104.67,28,1,3.0,2,8.08,0
40.38,104.67,28,1,3.05,2,8.0,0
40.31,104.56,28,1,2.98,2,8.21,0
40.31,104.56,28,1,3.1,2,8.22,0
40.31,104.56,28,1,3.02,2,8.3,0
40.31,104.56,28,1,2.9,2,8.24,0
40.25,104.45,28,1,3.19,2,8.27,0
40.19,104.34,28,1,3.17,2,8.05,0
40.19,104.34,28,1,2.96,2,8.4,0
40.19,104.34,28,1,3.01,2,8.25,0
40.13,104.22,28,1,2.98,2,8.31,0
40.13,104.22,28,1,3.07,2,8.21,0
40.13,104.22,28,1,3.2,2,8.03,0
40.06,104.11,28,1,2.96,2,8.24,0
40.13,104.22,28,1,3.12,2,8.23,0
40.13,104.22,28,1,3.17,2,8.27,0
40.06,104.11,28,1,3.18,2,8.28,0
40.06,104.11,28,1,3.2,2,8.25,0
40.06,104.11,28,1,2.95,2,8.23,0
40.0,104.0,28,1,3.24,2,8.15,0
40.0,104.0,28,1,3.01,2,8.42,0
40.0,104.0,28,1,3.28,2,8.37,0
39.94,103.89,28,1,2.97,2,8.43,0
39.94,103.89,28,1,3.02,2,8.23,0
39.94,103.89,28,1,3.21,2,8.37,0
39.94,103.89,28,1,2.95,2,8.37,0
39.88,103.78,28,1,3.16,2,8.36,0
39.94,103.89,28,1,3.04,2,8.27,0
39.88,103.78,28,1,3.12,2,8.29,0
39.88,103.78,28,1,3.24,2,8.28,0
39.88,103.78,28,1,3.07,2,8.26,0
39.81,103.66,28,1,3.26,2,8.27,0
39.81,103.66,28,1,2.98,2,8.22,0
39.81,103.66,28,1,3.24,2,8.25,0
39.81,103.66,28,1,3.2,2,8.19,0
39.75,103.55,28,1,2.97,2,8.31,0
39.75,103.55,28,1,2.95,2,8.25,0
39.75,103.55,28,1,3.15,2,8.25,0
39.75,103.55,28,1,3.13,2,8.32,0
39.69,103.44,28,1,3.1,2,8.35,0
39.75,103.55,28,1,3.08,2,8.21,0
39.75,103.55,28,1,2.97,2,8.26,0
39.69,103.44,28,1,2.98,2,8.3,0
39.63,103.32,28,1,2.96,2,8.28,0
39.63,103.32,28,1,3.13,2,8.3,0
39.63,103.32,28,1,3.12,2,8.41,0
39.56,103.21,28,1,3.09,2,8.37,0
39.63,103.32,28,1,2.94,2,8.38,0
39.56,103.21,28,1,3.02,2,8.33,0
39.56,103.21,28,1,3.06,2,8.33,0
39.56,103.21,28,1,3.03,2,8.27,0
39.5,103.1,28,1,3.23,2,8.2,0
39.5,103.1,28,1,3.07,2,8.03,0
39.44,102.99,28,1,2.93,2,8.29,0
39.5,103.1,28,1,2.96,2,8.17,0
39.44,102.99,28,1,3.19,2,8.19,0
39.44,102.99,28,1,3.22,2,8.15,0
39.44,102.99,28,1,3.0,2,8.27,0
39.38,102.87,28,1,3.17,2,8.31,0
39.44,102.99,28,1,2.96,2,8.18,0
39.38,102.87,28,1,3.17,2,8.34,0
39.38,102.87,28,1,3.18,2,8.31,0
39.38,102.87,28,1,2.98,2,8.35,0
39.31,102.76,28,1,3.16,2,8.37,0
39.31,102.76,28,1,2.93,2,8.34,0
39.25,102.65,28,1,3.21,2,8.26,0
39.31,102.76,28,1,3.2,2,8.24,0
39.25,102.65,28,1,2.93,2,8.3,0
39.25,102.65,28,1,3.12,2,8.31,0
39.19,102.54,28,1,3.22,2,8.09,0
39.25,102.65,28,1,3.14,2,8.33,0
39.25,102.65,28,1,3.27,2,8.25,0
39.19,102.54,28,1,3.14,2,8.33,0
39.19,102.54,28,1,3.26,2,8.35,0
39.19,102.54,28,1,3.06,2,8.25,0
39.13,102.42,28,1,3.1,2,8.2,0
39.13,102.42,28,1,3.17,2,8.36,0
39.13,102.42,28,1,3.16,2,8.32,0
39.06,102.31,27,1,3.16,2,8.07,0
39.06,102.31,28,1,2.98,2,8.36,0
39.06,102.31,28,1,3.27,2,8.18,0
39.06,102.31,28,1,3.17,2,8.28,0
39.0,102.2,28,1,3.16,2,8.25,0
39.06,102.31,28,1,3.1,2,8.23,0
39.0,102.2,28,1,3.25,2,8.09,0
39.0,102.2,28,1,3.03,2,8.26,0
39.0,102.2,28,1,3.12,2,8.25,0
39.0,102.2,28,1,3.11,2,7.95,0
38.94,102.09,28,1,3.24,2,8.21,0
38.88,101.97,28,1,3.14,2,8.23,0
38.94,102.09,28,1,3.12,2,8.13,0
38.88,101.97,28,1,3.01,2,8.1,0
38.88,101.97,28,1,3.24,2,8.3,0
38.88,101.97,28,1,3.27,2,8.29,0
38.88,101.97,28,1,3.19,2,8.23,0
38.88,101.97,28,1,3.24,2,8.4,0
38.88,101.97,28,1,3.24,2,8.28,0
38.81,101.86,28,1,3.2,2,8.37,0
38.81,101.86,28,1,3.0,2,8.01,0
38.81,101.86,28,1,3.23,2,8.38,0
38.81,101.86,28,1,3.3,2,8.22,0
38.75,101.75,28,1,3.15,2,8.24,0
38.75,101.75,28,1,3.06,2,8.44,0
38.69,101.64,28,1,3.12,2,8.29,0
38.75,101.75,28,1,3.28,2,8.37,0
38.69,101.64,28,1,3.03,2,8.28,0
38.69,101.64,28,1,3.09,2,8.39,0
38.63,101.53,28,1,3.2,2,8.13,0
38.63,101.53,28,1,3.13,2,8.24,0
38.69,101.64,28,1,3.16,2,8.2,0
38.63,101.53,28,1,3.2,2,8.18,0
38.63,101.53,28,1,3.1,2,8.23,0
38.63,101.53,28,1,3.05,2,8.2,0
38.63,101.53,28,1,2.95,2,8.13,0
38.63,101.53,28,1,3.11,2,8.09,0
38.56,101.41,28,1,3.25,2,8.24,0
38.56,101.41,28,1,3.15,2,8.37,0
38.56,101.41,28,1,3.2,2,8.06,0
38.5,101.3,28,1,3.15,2,8.25,0
38.5,101.3,28,1,3.2,2,8.08,0
38.5,101.3,28,1,3.02,2,8.12,0
38.5,101.3,28,1,3.24,2,8.37,0
38.5,101.3,28,1,3.24,2,8.33,0
38.44,101.19,28,1,3.06,2,8.3,0
38.44,101.19,28,1,2.98,2,8.17,0
38.44,101.19,28,1,3.18,2,8.31,0
38.38,101.07,28,1,2.96,2,8.46,0
38.38,101.07,28,1,3.01,2,8.34,0
38.38,101.07,28,1,2.99,2,8.32,0
38.38,101.07,28,1,3.23,2,8.32,0
38.38,101.07,28,1,3.11,2,8.25,0
38.31,100.96,28,1,3.0,2,8.31,0
38.31,100.96,28,1,3.1,2,8.23,0
38.31,100.96,28,1,3.24,2,8.42,0
38.31,100.96,28,1,3.07,2,8.31,0
38.31,100.96,28,1,3.2,2,8.35,0
38.31,100.96,28,1,3.16,2,8.34,0
38.25,100.85,28,1,3.05,2,8.18,0
38.25,100.85,28,1,3.08,2,8.38,0
38.25,100.85,28,1,3.24,2,8.17,0
38.19,100.74,28,1,3.19,2,8.25,0
38.19,100.74,28,1,3.09,2,8.2,0
38.19,100.74,28,1,3.12,2,8.2,0
38.19,100.74,28,1,3.09,2,8.2,0
38.19,100.74,28,1,3.32,2,8.31,0
38.19,100.74,28,1,3.01,2,8.46,0
38.13,100.62,28,1,2.99,2,8.31,0
38.13,100.62,28,1,3.08,2,8.3,0
38.13,100.62,28,1,2.93,2,8.06,0
38.06,100.51,28,1,3.01,2,8.33,0
38.06,100.51,28,1,3.01,2,8.35,0
38.06,100.51,28,1,3.08,2,8.3,0
38.06,100.51,28,1,3.13,2,8.32,0
41.94,107.49,12,1,2.28,2,7.92,1
41.88,107.37,10,1,2.46,2,8.03,1
41.81,107.26,16,1,2.29,2,7.81,1
41.75,107.15,16,1,2.26,2,7.86,1
41.75,107.15,18,1,2.32,2,7.9,1
41.75,107.15,17,1,2.62,2,7.89,1
41.63,106.92,16,1,2.7,2,7.91,1
41.63,106.92,10,1,2.52,2,7.94,1
41.56,106.81,14,1,2.5,2,7.89,1
41.56,106.81,16,1,2.64,2,7.89,1
41.5,106.7,16,1,2.68,2,7.91,1
41.5,106.7,10,1,2.46,2,7.93,1
41.5,106.7,11,1,2.67,2,7.8,1
41.44,106.59,11,1,2.61,2,7.91,1
41.38,106.47,16,1,2.55,2,7.78,1
41.38,106.47,15,1,2.77,2,7.93,1
41.31,106.36,11,1,2.7,2,7.92,1
41.31,106.36,12,1,2.67,2,7.84,1
41.25,106.25,17,1,2.66,2,7.72,1
41.25,106.25,15,1,2.87,2,7.9,1
41.25,106.25,11,1,2.7,2,7.97,1
41.25,106.25,16,1,2.86,2,7.9,1
41.25,106.25,14,1,2.7,2,7.92,1
41.25,106.25,15,1,2.98,2,7.81,1
41.19,106.14,16,1,2.74,2,7.82,1
41.19,106.14,15,1,3.01,2,7.92,1
41.19,106.14,16,1,3.01,2,7.8,1
41.19,106.14,16,1,2.89,2,7.95,1
41.06,105.91,12,1,3.02,2,7.84,1
41.06,105.91,13,1,3.02,2,7.86,1
41.0,105.8,11,1,2.8,2,7.89,1
40.94,105.69,12,1,2.94,2,8.02,1
40.88,105.57,17,1,3.07,2,7.89,1
40.88,105.57,10,1,2.97,2,7.94,1
40.88,105.57,17,1,2.85,2,7.94,1
40.75,105.35,15,1,2.97,2,7.8,1
40.81,105.46,16,1,3.11,2,8.03,1
40.69,105.24,17,1,3.1,2,7.54,1
40.69,105.24,17,1,3.19,2,7.7,1
40.63,105.12,17,1,2.93,2,7.93,1
40.63,105.12,17,1,3.0,2,7.89,1
40.5,104.9,12,1,3.09,2,7.78,1
40.5,104.9,16,1,3.16,2,7.52,1
40.44,104.79,17,1,3.02,2,7.83,1
40.44,104.79,17,1,3.23,2,7.86,1
40.38,104.67,17,1,3.07,2,7.53,1
40.38,104.67,17,1,3.09,2,7.85,1
40.31,104.56,17,1,3.23,2,7.71,1
40.31,104.56,17,1,3.1,2,7.94,1
40.25,104.45,17,1,3.23,2,7.87,1
40.19,104.34,10,1,3.02,2,7.81,1
40.19,104.34,17,1,3.12,2,7.95,1
40.13,104.22,10,1,3.24,2,7.89,1
40.06,104.11,12,1,3.14,2,7.89,1
40.06,104.11,17,1,3.24,2,7.92,1
40.06,104.11,11,1,3.07,2,7.73,1
39.94,103.89,17,1,3.25,2,7.93,1
39.94,103.89,13,1,3.0,2,7.89,1
39.94,103.89,16,1,3.23,2,7.72,1
39.94,103.89,16,1,3.23,2,7.28,1
39.94,103.89,17,1,3.32,2,7.87,1
39.88,103.78,17,1,3.15,2,7.82,1
39.88,103.78,15,1,3.32,2,7.86,1
39.81,103.66,16,1,3.16,2,7.86,1
39.81,103.66,17,1,3.03,2,7.84,1
39.81,103.66,16,1,2.97,2,7.85,1
39.81,103.66,14,1,3.01,2,7.81,1
39.81,103.66,17,1,3.21,2,7.87,1
39.81,103.66,17,1,3.18,2,7.85,1
39.75,103.55,16,1,3.15,2,7.91,1
39.81,103.66,15,1,2.92,2,7.97,1
39.75,103.55,11,1,3.15,2,7.62,1
39.75,103.55,17,1,3.14,2,7.89,1
39.81,103.66,17,1,3.2,2,7.72,1
39.75,103.55,15,1,3.42,2,7.84,1
39.56,103.21,17,1,3.12,2,7.89,1
39.5,103.1,9,1,3.43,2,7.87,1
39.5,103.1,10,1,3.13,2,7.79,1
39.44,102.99,16,1,3.4,2,7.59,1
39.38,102.87,15,1,3.38,2,7.97,1
39.38,102.87,15,1,3.23,2,7.85,1
39.38,102.87,14,1,3.29,2,7.58,1
39.19,102.54,17,1,3.37,2,7.75,1
39.13,102.42,16,1,3.25,2,7.92,1
39.19,102.54,16,1,3.2,2,7.84,1
39.13,102.42,15,1,3.3,2,7.89,1
39.13,102.42,16,1,3.16,2,7.77,1
39.13,102.42,13,1,3.4,2,7.93,1
39.06,102.31,9,1,3.48,2,7.77,1
39.06,102.31,17,1,3.44,2,7.87,1
39.06,102.31,15,1,3.39,2,7.78,1
39.0,102.2,10,1,3.4,2,7.78,1
38.94,102.09,17,1,3.18,2,7.9,1
38.94,102.09,16,1,3.18,2,7.94,1
38.94,102.09,10,1,3.3,2,7.9,1
38.88,101.97,9,1,3.33,2,8.03,1
38.88,101.97,17,1,3.47,2,7.88,1
38.88,101.97,9,1,3.4,2,7.66,1
38.75,101.75,17,1,3.28,2,7.79,1
38.69,101.64,15,1,3.34,2,7.91,1
38.75,101.75,14,1,3.25,2,7.88,1
38.69,101.64,16,1,3.17,2,7.86,1
38.69,101.64,9,1,3.35,2,7.86,1
38.63,101.53,16,1,3.46,2,7.91,1
38.56,101.41,13,1,3.47,2,7.89,1
38.56,101.41,16,1,3.44,2,7.89,1
38.5,101.3,16,1,3.35,2,7.9,1
38.5,101.3,13,1,3.22,2,7.65,1
38.5,101.3,9,1,3.47,2,7.92,1
38.44,101.19,9,1,3.4,2,7.86,1
38.44,101.19,15,1,3.48,2,7.98,1
38.44,101.19,14,1,3.43,2,7.89,1
38.31,100.96,10,1,3.48,2,7.79,1
38.31,100.96,14,1,3.42,2,7.89,1
38.31,100.96,15,1,3.24,2,7.94,1
38.31,100.96,16,1,3.32,2,7.81,1
38.25,100.85,14,1,3.32,2,7.71,1
38.19,100.74,16,1,3.39,2,7.79,1
38.19,100.74,15,1,3.44,2,7.93,1
38.13,100.62,9,1,3.49,2,7.89,1
38.13,100.62,10,1,3.38,2,7.84,1
38.06,100.51,14,1,3.42,2,7.77,1
38.0,100.4,14,1,3.48,2,8.01,1
38.0,100.4,14,1,3.44,2,7.74,1
37.75,99.95,9,1,3.37,2,7.87,1
37.69,99.84,17,1,3.47,2,7.85,1
37.63,99.72,15,1,3.39,2,7.94,1
37.56,99.61,11,1,3.36,2,7.72,1
37.5,99.5,16,1,3.46,2,7.84,1
37.44,99.39,16,1,3.45,2,7.88,1
37.25,99.05,16,1,3.49,2,7.91,1
35.19,95.34,17,1,1.36,2,7.96,1
35.19,95.34,17,1,0.85,2,7.85,1
35.13,95.22,16,1,0.93,2,8.02,1
35.19,95.34,16,1,0.99,2,7.85,1
35.13,95.22,16,1,1.15,2,7.81,1
35.19,95.34,16,1,1.05,2,7.94,1
35.13,95.22,16,1,1.42,2,7.9,1
35.06,95.11,16,1,1.22,2,7.82,1
35.06,95.11,16,1,1.52,2,7.79,1
35.06,95.11,16,1,1.37,2,7.91,1
35.06,95.11,16,1,1.58,2,7.68,1
35.0,95.0,16,1,1.44,2,7.66,1
35.0,95.0,16,1,1.84,2,7.99,1
34.94,94.89,17,1,1.56,2,7.7,1
35.0,95.0,17,1,1.79,2,7.85,1
35.0,95.0,17,1,1.68,2,7.71,1
35.0,95.0,15,1,1.89,2,8.0,1
34.88,94.78,16,1,1.91,2,7.78,1
34.94,94.89,17,1,1.98,2,7.85,1
34.88,94.78,17,1,1.98,2,8.01,1
34.94,94.89,17,1,1.83,2,7.84,1
34.88,94.78,17,1,1.98,2,7.78,1
34.94,94.89,16,1,2.01,2,7.69,1
34.88,94.78,16,1,2.07,2,7.89,1
34.88,94.78,17,1,1.94,2,7.83,1
34.69,94.44,17,1,2.23,2,8.01,1
34.69,94.44,17,1,2.36,2,7.7,1
34.69,94.44,16,1,2.28,2,7.86,1
34.69,94.44,17,1,2.36,2,7.8,1
34.69,94.44,16,1,2.33,2,7.75,1
34.69,94.44,17,1,2.18,2,7.84,1
34.63,94.32,17,1,2.15,2,7.91,1
34.63,94.32,17,1,2.48,2,7.96,1
34.63,94.32,16,1,2.38,2,7.94,1
34.63,94.32,16,1,2.38,2,7.92,1
34.63,94.32,17,1,2.33,2,7.82,1
34.63,94.32,17,1,2.47,2,7.95,1
34.56,94.21,16,1,2.54,2,7.83,1
34.56,94.21,16,1,2.54,2,7.48,1
34.56,94.21,17,1,2.39,2,7.83,1
34.44,93.99,17,1,2.5,2,7.91,1
34.5,94.1,17,1,2.43,2,7.77,1
34.5,94.1,16,1,2.31,2,7.95,1
34.5,94.1,17,1,2.54,2,7.95,1
34.5,94.1,17,1,2.33,2,7.89,1
34.44,93.99,16,1,2.46,2,7.88,1
34.44,93.99,17,1,2.63,2,7.88,1
34.44,93.99,14,1,2.46,2,7.63,1
34.44,93.99,17,1,2.4,2,8.01,1
34.44,93.99,16,1,2.62,2,7.9,1
34.38,93.87,17,1,2.38,2,7.93,1
34.38,93.87,16,1,2.37,2,7.94,1
34.38,93.87,16,1,2.35,2,7.85,1
34.38,93.87,17,1,2.47,2,8.02,1
34.38,93.87,17,1,2.65,2,7.68,1
34.38,93.87,17,1,2.58,2,7.9,1
34.31,93.76,17,1,2.71,2,7.75,1
34.25,93.65,16,1,2.62,2,7.85,1
34.25,93.65,17,1,2.5,2,8.01,1
34.31,93.76,17,1,2.7,2,7.99,1
34.25,93.65,16,1,2.66,2,7.7,1
34.25,93.65,16,1,2.62,2,7.94,1
34.25,93.65,17,1,2.68,2,7.97,1
34.19,93.54,17,1,2.68,2,7.85,1
34.25,93.65,16,1,2.79,2,7.81,1
34.25,93.65,16,1,2.57,2,7.94,1
34.19,93.54,17,1,2.54,2,7.84,1
34.25,93.65,16,1,2.7,2,7.88,1
34.19,93.54,17,1,2.7,2,7.84,1
34.19,93.54,17,1,2.49,2,7.95,1
34.13,93.42,15,1,2.67,2,7.96,1
34.13,93.42,17,1,2.68,2,7.99,1
34.13,93.42,17,1,2.62,2,7.88,1
34.13,93.42,17,1,2.69,2,7.46,1
34.13,93.42,17,1,2.65,2,7.94,1
34.06,93.31,16,1,2.74,2,7.93,1
34.06,93.31,16,1,2.71,2,7.87,1
34.06,93.31,16,1,2.85,2,7.9,1
34.0,93.2,17,1,2.65,2,7.91,1
34.06,93.31,17,1,2.57,2,7.97,1
34.06,93.31,16,1,2.79,2,7.84,1
34.0,93.2,16,1,2.75,2,7.82,1
34.0,93.2,17,1,2.73,2,7.88,1
34.0,93.2,17,1,2.81,2,7.86,1
34.0,93.2,17,1,2.73,2,7.9,1
34.0,93.2,17,1,2.78,2,7.86,1
33.88,92.97,17,1,2.7,2,7.86,1
33.94,93.09,16,1,2.66,2,7.95,1
33.88,92.97,17,1,2.8,2,7.86,1
33.88,92.97,16,1,2.77,2,7.87,1
33.81,92.86,17,1,2.69,2,7.83,1
33.81,92.86,16,1,2.85,2,8.02,1
33.81,92.86,16,1,2.6,2,7.88,1
33.75,92.75,16,1,2.58,2,7.84,1
33.81,92.86,17,1,2.84,2,7.92,1
33.75,92.75,17,1,2.91,2,7.75,1
33.81,92.86,16,1,2.79,2,7.92,1
33.75,92.75,16,1,2.85,2,7.57,1
33.75,92.75,17,1,2.53,2,7.85,1
33.75,92.75,16,1,2.68,2,7.8,1
33.75,92.75,16,1,2.69,2,7.92,1
33.75,92.75,17,1,2.6,2,7.97,1
33.75,92.75,17,1,2.86,2,7.94,1
33.69,92.64,16,1,2.75,2,7.68,1
33.69,92.64,17,1,2.68,2,7.93,1
33.75,92.75,17,1,2.83,2,7.97,1
33.69,92.64,17,1,2.62,2,7.86,1
33.63,92.53,17,1,2.62,2,7.9,1
33.63,92.53,17,1,2.62,2,7.51,1
33.63,92.53,17,1,2.68,2,7.95,1
33.63,92.53,17,1,2.68,2,7.85,1
33.56,92.41,15,1,2.78,2,7.89,1
33.63,92.53,17,1,2.84,2,7.87,1
33.63,92.53,17,1,2.86,2,7.95,1
33.56,92.41,16,1,2.95,2,7.89,1
33.56,92.41,17,1,2.66,2,7.84,1
33.56,92.41,17,1,2.86,2,7.77,1
33.56,92.41,17,1,2.66,2,7.94,1
33.5,92.3,17,1,2.91,2,7.96,1
33.56,92.41,16,1,2.62,2,7.88,1
33.56,92.41,16,1,2.65,2,7.79,1
33.5,92.3,17,1,2.92,2,7.81,1
33.5,92.3,17,1,2.81,2,7.93,1
33.56,92.41,17,1,2.85,2,7.96,1
33.5,92.3,17,1,2.77,2,7.92,1
33.5,92.3,17,1,2.93,2,7.86,1
33.44,92.19,17,1,2.7,2,7.91,1
33.44,92.19,17,1,2.76,2,7.95,1
33.44,92.19,17,1,2.96,2,7.96,1
33.44,92.19,17,1,2.86,2,7.98,1
33.44,92.19,17,1,2.64,2,7.9,1
33.44,92.19,17,1,2.92,2,7.91,1
33.44,92.19,17,1,2.94,2,7.81,1
33.38,92.07,16,1,2.77,2,7.95,1
33.38,92.07,17,1,2.85,2,7.86,1
33.38,92.07,17,1,2.72,2,7.9,1
33.31,91.96,17,1,2.69,2,7.93,1
33.31,91.96,17,1,2.75,2,7.94,1
33.31,91.96,17,1,2.87,2,7.94,1
33.31,91.96,17,1,2.85,2,7.81,1
33.31,91.96,16,1,2.69,2,7.9,1
33.31,91.96,17,1,2.91,2,7.9,1
33.25,91.85,17,1,2.97,2,7.87,1
33.25,91.85,17,1,2.94,2,7.88,1
33.25,91.85,17,1,3.01,2,7.96,1
33.25,91.85,17,1,2.7,2,7.89,1
33.25,91.85,17,1,2.8,2,7.8,1
33.25,91.85,17,1,2.7,2,7.94,1
33.19,91.74,16,1,2.82,2,7.89,1
33.19,91.74,17,1,2.85,2,7.94,1
33.19,91.74,17,1,3.0,2,7.88,1
33.19,91.74,17,1,3.04,2,7.94,1
33.19,91.74,17,1,2.73,2,7.65,1
33.19,91.74,17,1,2.79,2,7.9,1
33.13,91.62,17,1,2.95,2,7.92,1
33.06,91.51,17,1,2.96,2,7.87,1
33.13,91.62,17,1,2.94,2,7.8,1
33.0,91.4,17,1,3.09,2,7.98,1
33.06,91.51,17,1,2.86,2,7.93,1
33.06,91.51,17,1,2.71,2,7.82,1
33.0,91.4,17,1,2.82,2,7.98,1
33.0,91.4,17,1,3.01,2,7.83,1
33.0,91.4,17,1,2.79,2,7.82,1
33.0,91.4,17,1,3.0,2,7.93,1
33.0,91.4,16,1,2.94,2,7.86,1
33.0,91.4,17,1,2.85,2,7.79,1
33.0,91.4,17,1,3.14,2,7.89,1
33.0,91.4,16,1,2.99,2,7.82,1
32.94,91.29,16,1,3.07,2,7.77,1
32.94,91.29,17,1,3.09,2,7.96,1
32.94,91.29,17,1,2.81,2,7.73,1
32.94,91.29,17,1,3.03,2,7.71,1
32.94,91.29,17,1,3.14,2,7.86,1
32.88,91.17,17,1,2.85,2,7.99,1
32.94,91.29,16,1,3.12,2,7.91,1
32.94,91.29,17,1,3.12,2,7.84,1
32.94,91.29,17,1,3.09,2,7.89,1
32.88,91.17,16,1,3.15,2,7.97,1
32.88,91.17,17,1,2.97,2,7.91,1
32.88,91.17,17,1,2.97,2,7.86,1
32.88,91.17,17,1,2.85,2,8.04,1
32.88,91.17,17,1,3.14,2,7.89,1
32.88,91.17,17,1,2.89,2,7.84,1
32.88,91.17,16,1,2.86,2,7.8,1
32.88,91.17,17,1,3.1,2,7.9,1
32.88,91.17,17,1,2.98,2,7.95,1
32.81,91.06,16,1,2.87,2,7.77,1
32.81,91.06,17,1,2.86,2,7.87,1
32.81,91.06,16,1,3.11,2,7.87,1
32.81,91.06,17,1,2.85,2,7.93,1
32.81,91.06,17,1,3.06,2,7.94,1
32.75,90.95,17,1,3.0,2,7.72,1
32.75,90.95,17,1,3.16,2,7.95,1
32.75,90.95,17,1,3.12,2,7.97,1
32.75,90.95,17,1,3.01,2,7.81,1
32.75,90.95,16,1,2.89,2,7.93,1
32.75,90.95,17,1,3.2,2,8.0,1
32.69,90.84,16,1,2.94,2,7.93,1
32.69,90.84,17,1,3.16,2,7.8,1
32.75,90.95,17,1,3.14,2,7.84,1
32.63,90.72,16,1,3.13,2,7.96,1
32.69,90.84,17,1,3.06,2,7.89,1
32.63,90.72,16,1,3.08,2,7.68,1
32.63,90.72,17,1,3.01,2,7.91,1
32.63,90.72,17,1,3.03,2,7.79,1
32.63,90.72,17,1,3.15,2,7.9,1
32.63,90.72,17,1,3.09,2,7.9,1
32.63,90.72,16,1,2.93,2,7.99,1
32.56,90.61,17,1,2.94,2,7.62,1
32.56,90.61,17,1,2.97,2,7.86,1
32.56,90.61,17,1,3.13,2,7.87,1
32.56,90.61,17,1,3.09,2,7.86,1
32.5,90.5,17,1,3.1,2,7.89,1
32.56,90.61,17,1,3.16,2,7.86,1
32.5,90.5,16,1,3.28,2,7.58,1
32.5,90.5,17,1,3.21,2,7.32,1
32.44,90.39,17,1,2.98,2,7.8,1
32.44,90.39,16,1,3.19,2,7.86,1
32.5,90.5,17,1,3.11,2,7.8,1
32.44,90.39,17,1,3.04,2,7.87,1
32.44,90.39,16,1,3.24,2,7.92,1
32.31,90.16,17,1,3.02,2,7.89,1
32.38,90.28,16,1,3.24,2,7.9,1
32.38,90.28,17,1,3.09,2,7.84,1
32.38,90.28,17,1,3.09,2,7.94,1
32.31,90.16,17,1,3.09,2,7.94,1
32.31,90.16,17,1,3.22,2,7.86,1
32.31,90.16,17,1,2.98,2,7.84,1
32.31,90.16,16,1,3.01,2,7.96,1
32.31,90.16,16,1,3.25,2,7.9,1
32.31,90.16,16,1,3.11,2,7.72,1
32.25,90.05,16,1,3.13,2,7.78,1
32.31,90.16,15,1,3.0,2,7.89,1
32.31,90.16,14,1,3.22,2,7.67,1
32.31,90.16,17,1,3.09,2,7.89,1
32.25,90.05,17,1,3.02,2,7.87,1
32.25,90.05,17,1,3.23,2,7.91,1
32.19,89.94,17,1,3.17,2,7.77,1
32.25,90.05,17,1,3.0,2,7.81,1
32.19,89.94,17,1,3.16,2,7.98,1
32.13,89.82,17,1,3.05,2,7.91,1
32.19,89.94,17,1,3.26,2,7.89,1
32.13,89.82,17,1,3.24,2,7.78,1
32.13,89.82,16,1,3.28,2,7.96,1
32.06,89.71,16,1,3.32,2,7.86,1
32.19,89.94,17,1,3.02,2,7.79,1
32.13,89.82,15,1,3.18,2,8.0,1
32.06,89.71,17,1,3.16,2,7.92,1
32.13,89.82,16,1,3.27,2,7.87,1
32.13,89.82,16,1,3.16,2,7.82,1
32.06,89.71,17,1,3.05,2,7.94,1
32.06,89.71,17,1,3.04,2,7.73,1
32.06,89.71,17,1,3.22,2,7.79,1
32.06,89.71,17,1,3.34,2,7.86,1
32.0,89.6,17,1,3.23,2,7.91,1
32.0,89.6,17,1,3.09,2,7.83,1
32.0,89.6,17,1,3.23,2,7.81,1
32.0,89.6,16,1,3.35,2,7.86,1
31.94,89.49,17,1,3.2,2,7.75,1
31.94,89.49,16,1,3.08,2,7.9,1
31.94,89.49,17,1,3.17,2,7.81,1
31.94,89.49,16,1,3.17,2,7.83,1
31.87,89.37,16,1,3.25,2,7.96,1
31.87,89.37,16,1,3.1,2,7.94,1
31.94,89.49,17,1,3.43,2,7.89,1
31.87,89.37,15,1,3.44,2,7.79,1
31.87,89.37,17,1,3.36,2,7.61,1
31.81,89.26,17,1,3.35,2,7.88,1
31.81,89.26,16,1,3.41,2,7.92,1
31.87,89.37,17,1,3.36,2,7.82,1
31.81,89.26,17,1,3.21,2,7.82,1
31.81,89.26,17,1,3.24,2,7.76,1
31.81,89.26,17,1,3.32,2,7.93,1
31.81,89.26,16,1,3.16,2,7.87,1
31.75,89.15,17,1,3.12,2,7.49,1
31.75,89.15,17,1,3.31,2,7.84,1
31.75,89.15,17,1,3.08,2,7.82,1
