TIME,Temp(°C),Temp(°F),Water Range(cm),Water Level,Turbidity(Voltage),Water Purity,pH level,target column
27:37.8,37.88,100.17,54,Normal,3.32,Muddy,7.9,Medium
27:51.8,37.81,100.06,55,Normal,3.35,Muddy,7.86,Medium
27:56.4,37.81,100.06,54,Normal,3.36,Muddy,7.96,Medium
28:01.0,37.81,100.06,54,Normal,3.49,Muddy,7.94,Medium
28:05.7,37.75,99.95,55,Normal,3.49,Muddy,7.97,Medium
28:24.3,37.69,99.84,56,Normal,3.35,Muddy,7.95,Medium
28:28.9,37.69,99.84,54,Normal,3.37,Muddy,7.9,Medium
28:47.5,37.69,99.84,55,Normal,3.48,Muddy,7.9,Medium
29:01.5,37.63,99.72,54,Normal,3.42,Muddy,7.88,Medium
29:38.6,37.56,99.61,55,Normal,3.37,Muddy,7.96,Medium
29:43.3,37.56,99.61,55,Normal,3.47,Muddy,7.94,Medium
29:47.9,37.56,99.61,55,Normal,3.38,Muddy,7.91,Medium
29:52.6,37.56,99.61,55,Normal,3.41,Muddy,7.89,Medium
30:06.5,37.5,99.5,54,Normal,3.38,Muddy,7.78,Medium
30:11.1,37.56,99.61,55,Normal,3.49,Muddy,7.9,Medium
30:29.7,37.5,99.5,54,Normal,3.45,Muddy,7.8,Medium
30:34.4,37.5,99.5,54,Normal,3.48,Muddy,7.99,Medium
30:43.7,37.44,99.39,55,Normal,3.44,Muddy,7.92,Medium
30:48.3,37.44,99.39,54,Normal,3.38,Muddy,7.99,Medium
30:57.6,37.38,99.28,53,Normal,3.41,Muddy,7.73,Medium
34:31.4,37,98.6,55,Normal,3.48,Muddy,7.85,Medium
51:01.1,35.19,95.34,54,Normal,1.83,Muddy,7.9,Medium
51:15.1,35.19,95.34,54,Normal,1.04,Muddy,7.75,Medium
51:19.7,35.19,95.34,55,Normal,0.98,Muddy,7.85,Medium
51:33.7,35.19,95.34,54,Normal,0.88,Muddy,7.83,Medium
51:38.3,35.13,95.22,53,Normal,0.8,Muddy,7.79,Medium
51:43.0,35.19,95.34,54,Normal,0.85,Muddy,8,Medium
51:47.6,35.13,95.22,54,Normal,1.01,Muddy,7.82,Medium
51:56.9,35.13,95.22,54,Normal,0.9,Muddy,8.03,Medium
52:06.2,35.06,95.11,54,Normal,1.27,Muddy,7.65,Medium
52:10.8,35.13,95.22,49,Normal,1.1,Muddy,7.88,Medium
52:15.5,35.06,95.11,55,Normal,1.13,Muddy,7.93,Medium
52:24.8,35.13,95.22,55,Normal,1.38,Muddy,7.86,Medium
52:43.4,35.06,95.11,49,Normal,1.58,Muddy,7.97,Medium
53:15.9,35.06,95.11,55,Normal,1.61,Muddy,7.94,Medium
53:20.5,34.94,94.89,55,Normal,1.65,Muddy,7.8,Medium
53:29.8,35,95,54,Normal,1.78,Muddy,7.86,Medium
53:34.5,35,95,55,Normal,1.73,Muddy,7.87,Medium
53:39.1,34.94,94.89,55,Normal,1.93,Muddy,7.92,Medium
53:43.8,34.94,94.89,55,Normal,1.76,Muddy,7.91,Medium
53:48.4,34.94,94.89,54,Normal,2,Muddy,7.9,Medium
54:02.4,34.94,94.89,53,Normal,1.83,Muddy,7.64,Medium
54:11.7,34.88,94.78,54,Normal,1.92,Muddy,7.89,Medium
54:21.0,34.88,94.78,54,Normal,1.82,Muddy,7.9,Medium
54:25.6,34.88,94.78,53,Normal,2.1,Muddy,7.75,Medium
54:39.5,34.88,94.78,55,Normal,2.19,Muddy,7.88,Medium
54:44.2,34.88,94.78,54,Normal,2.15,Muddy,7.86,Medium
54:48.8,34.88,94.78,53,Normal,2.12,Muddy,7.86,Medium
54:58.1,34.81,94.66,54,Normal,2.14,Muddy,7.91,Medium
55:07.4,34.81,94.66,55,Normal,2.18,Muddy,7.83,Medium
55:12.1,34.81,94.66,54,Normal,2.18,Muddy,7.57,Medium
55:16.7,34.88,94.78,54,Normal,2.29,Muddy,7.99,Medium
55:21.4,34.81,94.66,54,Normal,2.27,Muddy,7.95,Medium
55:26.0,34.75,94.55,54,Normal,2.03,Muddy,7.96,Medium
55:30.7,34.81,94.66,54,Normal,2.03,Muddy,7.92,Medium
55:35.3,34.81,94.66,55,Normal,2.01,Muddy,7.54,Medium
55:39.9,34.75,94.55,54,Normal,2.31,Muddy,7.8,Medium
55:44.6,34.75,94.55,54,Normal,2.03,Muddy,7.85,Medium
55:49.2,34.75,94.55,54,Normal,2.11,Muddy,7.9,Medium
56:03.2,34.75,94.55,54,Normal,2.32,Muddy,7.97,Medium
56:07.8,34.75,94.55,54,Normal,2.3,Muddy,7.65,Medium
56:17.1,34.69,94.44,54,Normal,2.3,Muddy,7.89,Medium
56:26.4,34.63,94.32,55,Normal,2.41,Muddy,7.42,Medium
56:35.7,34.69,94.44,54,Normal,2.24,Muddy,7.8,Medium
56:40.3,34.69,94.44,54,Normal,2.23,Muddy,7.82,Medium
56:58.9,34.63,94.32,54,Normal,2.18,Muddy,7.88,Medium
57:26.8,34.63,94.32,54,Normal,2.38,Muddy,7.7,Medium
57:31.5,34.56,94.21,54,Normal,2.48,Muddy,8.02,Medium
57:36.1,34.56,94.21,54,Normal,2.5,Muddy,7.82,Medium
57:40.8,34.63,94.32,55,Normal,2.57,Muddy,7.9,Medium
57:45.4,34.63,94.32,54,Normal,2.47,Muddy,7.85,Medium
57:59.3,34.56,94.21,54,Normal,2.27,Muddy,7.87,Medium
58:04.0,34.56,94.21,54,Normal,2.55,Muddy,7.78,Medium
58:08.6,34.56,94.21,53,Normal,2.35,Muddy,7.84,Medium
58:13.3,34.5,94.1,54,Normal,2.31,Muddy,7.84,Medium
58:17.9,34.5,94.1,54,Normal,2.64,Muddy,7.9,Medium
58:27.2,34.5,94.1,55,Normal,2.52,Muddy,7.59,Medium
58:50.5,34.5,94.1,55,Normal,2.54,Muddy,7.86,Medium
58:59.8,34.44,93.99,55,Normal,2.34,Muddy,7.77,Medium
59:09.0,34.44,93.99,55,Normal,2.38,Muddy,7.69,Medium
59:27.6,34.38,93.87,54,Normal,2.62,Muddy,7.82,Medium
59:32.3,34.38,93.87,54,Normal,2.59,Muddy,7.99,Medium
59:41.6,34.44,93.99,54,Normal,2.42,Muddy,7.95,Medium
59:50.9,34.38,93.87,54,Normal,2.38,Muddy,7.91,Medium
59:55.5,34.38,93.87,55,Normal,2.38,Muddy,7.84,Medium
00:00.2,34.38,93.87,54,Normal,2.65,Muddy,7.65,Medium
00:04.8,34.38,93.87,54,Normal,2.55,Muddy,7.9,Medium
00:18.8,34.38,93.87,54,Normal,2.63,Muddy,7.96,Medium
00:28.0,34.38,93.87,54,Normal,2.66,Muddy,7.86,Medium
00:42.0,34.31,93.76,55,Normal,2.44,Muddy,7.92,Medium
00:51.3,34.31,93.76,54,Normal,2.42,Muddy,7.65,Medium
00:55.9,34.25,93.65,55,Normal,2.39,Muddy,7.83,Medium
01:00.6,34.31,93.76,54,Normal,2.69,Muddy,7.98,Medium
01:19.2,34.25,93.65,54,Normal,2.61,Muddy,7.7,Medium
01:42.4,34.25,93.65,54,Normal,2.69,Muddy,7.99,Medium
01:51.7,34.19,93.54,55,Normal,2.62,Muddy,7.87,Medium
01:56.3,34.19,93.54,54,Normal,2.43,Muddy,7.7,Medium
02:19.6,34.19,93.54,54,Normal,2.76,Muddy,8.02,Medium
02:24.2,34.19,93.54,55,Normal,2.68,Muddy,7.79,Medium
02:28.9,34.19,93.54,54,Normal,2.59,Muddy,7.71,Medium
02:33.5,34.13,93.42,54,Normal,2.46,Muddy,7.64,Medium
02:42.8,34.13,93.42,50,Normal,2.66,Muddy,7.94,Medium
02:47.4,34.13,93.42,55,Normal,2.76,Muddy,7.74,Medium
02:52.1,34.13,93.42,55,Normal,2.74,Muddy,7.9,Medium
03:10.7,34.06,93.31,54,Normal,2.66,Muddy,7.95,Medium
03:20.0,34.13,93.42,49,Normal,2.68,Muddy,7.78,Medium
03:29.3,34.06,93.31,55,Normal,2.73,Muddy,7.97,Medium
03:43.2,34.06,93.31,54,Normal,2.74,Muddy,7.9,Medium
03:52.5,34.06,93.31,53,Normal,2.54,Muddy,7.93,Medium
04:06.5,34.06,93.31,55,Normal,2.56,Muddy,7.94,Medium
04:11.1,34,93.2,53,Normal,2.66,Muddy,7.83,Medium
04:20.4,34,93.2,54,Normal,2.76,Muddy,7.86,Medium
04:29.7,34,93.2,54,Normal,2.69,Muddy,7.92,Medium
04:43.6,34,93.2,54,Normal,2.89,Muddy,8,Medium
04:52.9,33.94,93.09,55,Normal,2.62,Muddy,7.9,Medium
04:57.5,33.94,93.09,54,Normal,2.66,Muddy,7.84,Medium
05:02.2,33.94,93.09,55,Normal,2.81,Muddy,7.9,Medium
05:06.8,34,93.2,54,Normal,2.74,Muddy,7.81,Medium
05:11.5,33.94,93.09,55,Normal,2.85,Muddy,7.89,Medium
05:16.1,33.94,93.09,55,Normal,2.79,Muddy,7.9,Medium
05:20.8,33.94,93.09,54,Normal,2.81,Muddy,7.86,Medium
05:25.4,33.88,92.97,55,Normal,2.79,Muddy,7.75,Medium
05:30.1,33.88,92.97,54,Normal,2.54,Muddy,7.8,Medium
05:34.7,33.88,92.97,54,Normal,2.78,Muddy,7.87,Medium
05:39.4,33.88,92.97,55,Normal,2.55,Muddy,7.85,Medium
05:48.6,33.88,92.97,54,Normal,2.63,Muddy,7.9,Medium
05:53.3,33.81,92.86,54,Normal,2.82,Muddy,7.87,Medium
06:11.9,33.88,92.97,54,Normal,2.81,Muddy,7.92,Medium
06:16.5,33.81,92.86,54,Normal,2.62,Muddy,7.9,Medium
06:49.1,33.81,92.86,54,Normal,2.64,Muddy,7.97,Medium
07:16.9,33.75,92.75,54,Normal,2.77,Muddy,7.95,Medium
07:21.6,33.69,92.64,54,Normal,2.89,Muddy,7.87,Medium
07:26.2,33.75,92.75,54,Normal,2.6,Muddy,7.9,Medium
07:35.5,33.75,92.75,54,Normal,2.62,Muddy,8.05,Medium
07:40.2,33.75,92.75,54,Normal,2.66,Muddy,7.89,Medium
08:03.4,33.69,92.64,54,Normal,2.81,Muddy,7.86,Medium
08:08.0,33.63,92.53,54,Normal,2.77,Muddy,7.9,Medium
08:17.3,33.69,92.64,55,Normal,2.81,Muddy,7.97,Medium
08:22.0,33.63,92.53,54,Normal,2.75,Muddy,8.04,Medium
08:26.6,33.69,92.64,54,Normal,2.72,Muddy,7.9,Medium
08:31.3,33.63,92.53,54,Normal,2.86,Muddy,7.87,Medium
08:49.9,33.56,92.41,54,Normal,2.67,Muddy,7.88,Medium
09:08.4,33.63,92.53,54,Normal,2.67,Muddy,7.91,Medium
09:13.1,33.63,92.53,54,Normal,2.8,Muddy,7.91,Medium
09:31.7,33.56,92.41,55,Normal,2.9,Muddy,7.88,Medium
09:50.3,33.56,92.41,49,Normal,2.7,Muddy,7.94,Medium
10:13.5,33.56,92.41,54,Normal,2.73,Muddy,7.81,Medium
10:18.1,33.5,92.3,54,Normal,2.74,Muddy,8.1,Medium
10:32.1,33.44,92.19,54,Normal,2.77,Muddy,7.92,Medium
10:36.7,33.5,92.3,54,Normal,2.93,Muddy,7.8,Medium
10:41.4,33.5,92.3,54,Normal,2.79,Muddy,7.95,Medium
10:46.0,33.5,92.3,53,Normal,2.9,Muddy,7.94,Medium
10:55.3,33.5,92.3,53,Normal,2.77,Muddy,7.84,Medium
11:00.0,33.44,92.19,53,Normal,2.9,Muddy,7.7,Medium
11:09.2,33.44,92.19,55,Normal,2.82,Muddy,7.82,Medium
11:13.9,33.44,92.19,54,Normal,2.92,Muddy,7.82,Medium
11:27.8,33.44,92.19,55,Normal,2.61,Muddy,7.97,Medium
11:55.7,33.38,92.07,54,Normal,2.93,Muddy,7.9,Medium
12:00.4,33.38,92.07,55,Normal,2.91,Muddy,7.96,Medium
12:09.6,33.38,92.07,54,Normal,2.92,Muddy,7.72,Medium
12:14.3,33.38,92.07,54,Normal,3.02,Muddy,7.8,Medium
12:23.6,33.38,92.07,55,Normal,2.66,Muddy,8.03,Medium
12:32.9,33.31,91.96,54,Normal,3.01,Muddy,7.85,Medium
12:46.8,33.31,91.96,54,Normal,2.67,Muddy,7.85,Medium
12:51.5,33.38,92.07,54,Normal,2.93,Muddy,7.87,Medium
12:56.1,33.31,91.96,53,Normal,2.93,Muddy,7.9,Medium
13:14.7,33.25,91.85,53,Normal,2.77,Muddy,7.91,Medium
13:28.6,33.25,91.85,54,Normal,2.71,Muddy,7.91,Medium
13:33.3,33.25,91.85,54,Normal,2.79,Muddy,7.95,Medium
13:37.9,33.25,91.85,55,Normal,3,Muddy,7.88,Medium
13:56.5,33.25,91.85,54,Normal,2.89,Muddy,7.9,Medium
14:01.1,33.31,91.96,54,Normal,2.73,Muddy,7.99,Medium
14:10.4,33.25,91.85,53,Normal,2.99,Muddy,7.65,Medium
14:24.4,33.19,91.74,54,Normal,2.99,Muddy,8.05,Medium
14:29.0,33.19,91.74,54,Normal,2.84,Muddy,7.73,Medium
14:38.3,33.19,91.74,54,Normal,3.01,Muddy,7.82,Medium
14:47.6,33.19,91.74,54,Normal,2.89,Muddy,7.92,Medium
14:52.2,33.19,91.74,54,Normal,2.78,Muddy,7.89,Medium
15:06.2,33.13,91.62,55,Normal,2.85,Muddy,7.78,Medium
15:10.8,33.13,91.62,53,Normal,2.99,Muddy,7.85,Medium
15:15.5,33.19,91.74,54,Normal,2.85,Muddy,7.9,Medium
15:20.1,33.13,91.62,54,Normal,2.78,Muddy,7.6,Medium
15:29.4,33.13,91.62,54,Normal,2.72,Muddy,7.84,Medium
15:38.7,33.13,91.62,53,Normal,2.99,Muddy,7.96,Medium
15:43.4,33.06,91.51,54,Normal,2.95,Muddy,7.84,Medium
15:48.0,33.13,91.62,54,Normal,3.01,Muddy,7.81,Medium
15:52.7,33.13,91.62,54,Normal,2.81,Muddy,7.85,Medium
16:01.9,33.06,91.51,54,Normal,2.81,Muddy,7.78,Medium
16:06.6,33.06,91.51,54,Normal,3.01,Muddy,8.01,Medium
16:15.9,33.06,91.51,54,Normal,2.94,Muddy,7.74,Medium
16:20.5,33.06,91.51,54,Normal,2.86,Muddy,7.59,Medium
16:25.2,33.06,91.51,54,Normal,3.01,Muddy,7.9,Medium
16:39.1,33,91.4,54,Normal,3.04,Muddy,7.96,Medium
16:48.4,33.06,91.51,54,Normal,2.92,Muddy,7.92,Medium
16:53.0,33,91.4,54,Normal,3.06,Muddy,7.97,Medium
16:57.7,33.06,91.51,54,Normal,3.03,Muddy,7.9,Medium
17:02.3,33,91.4,54,Normal,2.85,Muddy,7.74,Medium
17:07.0,33.06,91.51,54,Normal,3.06,Muddy,7.92,Medium
17:20.9,33,91.4,54,Normal,3.05,Muddy,7.98,Medium
17:30.2,33,91.4,53,Normal,2.9,Muddy,7.85,Medium
17:39.5,33,91.4,54,Normal,2.92,Muddy,7.97,Medium
17:58.1,32.94,91.29,54,Normal,2.99,Muddy,7.85,Medium
18:12.0,33,91.4,54,Normal,3.07,Muddy,7.67,Medium
18:30.6,32.94,91.29,54,Normal,2.87,Muddy,7.94,Medium
18:53.8,32.94,91.29,54,Normal,3.09,Muddy,7.89,Medium
18:58.5,32.94,91.29,54,Normal,3.13,Muddy,7.7,Medium
19:17.1,32.88,91.17,54,Normal,3.13,Muddy,7.7,Medium
19:31.0,32.88,91.17,54,Normal,2.85,Muddy,7.89,Medium
19:49.6,32.81,91.06,54,Normal,3.05,Muddy,7.7,Medium
19:54.2,32.88,91.17,55,Normal,3.14,Muddy,7.64,Medium
20:08.2,32.81,91.06,54,Normal,3.12,Muddy,8.01,Medium
20:17.5,32.81,91.06,55,Normal,3.12,Muddy,7.72,Medium
20:31.4,32.75,90.95,53,Normal,3.1,Muddy,7.75,Medium
20:36.1,32.81,91.06,54,Normal,2.99,Muddy,7.7,Medium
20:40.7,32.75,90.95,54,Normal,3.01,Muddy,7.9,Medium
20:45.3,32.75,90.95,54,Normal,2.86,Muddy,7.93,Medium
21:03.9,32.81,91.06,54,Normal,3.22,Muddy,7.91,Medium
21:27.2,32.75,90.95,53,Normal,3.08,Muddy,7.7,Medium
21:31.8,32.69,90.84,54,Normal,3,Muddy,7.85,Medium
21:41.1,32.69,90.84,54,Normal,3.12,Muddy,7.9,Medium
21:55.0,32.69,90.84,54,Normal,3.09,Muddy,7.93,Medium
21:59.7,32.69,90.84,54,Normal,2.97,Muddy,7.9,Medium
22:04.3,32.69,90.84,54,Normal,3.16,Muddy,7.97,Medium
22:09.0,32.63,90.72,54,Normal,3.14,Muddy,7.81,Medium
22:13.6,32.63,90.72,54,Normal,3.12,Muddy,7.98,Medium
22:22.9,32.63,90.72,54,Normal,2.96,Muddy,7.81,Medium
22:36.8,32.63,90.72,55,Normal,2.85,Muddy,7.9,Medium
22:41.5,32.63,90.72,54,Normal,2.89,Muddy,7.88,Medium
22:46.1,32.63,90.72,54,Normal,3.01,Muddy,7.92,Medium
23:04.7,32.56,90.61,54,Normal,2.97,Muddy,7.86,Medium
23:23.3,32.56,90.61,53,Normal,3.09,Muddy,7.68,Medium
23:32.6,32.56,90.61,54,Normal,3.12,Muddy,7.92,Medium
23:37.2,32.56,90.61,54,Normal,3.25,Muddy,7.89,Medium
23:46.5,32.56,90.61,53,Normal,3.09,Muddy,7.82,Medium
23:51.2,32.5,90.5,54,Normal,3.13,Muddy,7.72,Medium
23:55.8,32.56,90.61,53,Normal,3.12,Muddy,7.9,Medium
24:09.8,32.56,90.61,55,Normal,2.98,Muddy,7.78,Medium
24:14.4,32.56,90.61,53,Normal,3,Muddy,7.98,Medium
24:23.7,32.5,90.5,54,Normal,2.91,Muddy,7.89,Medium
24:33.0,32.56,90.61,54,Normal,3.14,Muddy,7.88,Medium
24:37.6,32.56,90.61,54,Normal,2.98,Muddy,7.71,Medium
24:42.3,32.5,90.5,55,Normal,3.18,Muddy,7.79,Medium
24:51.6,32.5,90.5,54,Normal,3.14,Muddy,7.74,Medium
24:56.2,32.5,90.5,54,Normal,3.13,Muddy,7.69,Medium
25:00.9,32.44,90.39,54,Normal,3.2,Muddy,7.84,Medium
25:10.2,32.44,90.39,55,Normal,3.15,Muddy,7.58,Medium
25:14.8,32.44,90.39,53,Normal,3.18,Muddy,7.94,Medium
25:24.1,32.44,90.39,54,Normal,2.97,Muddy,7.83,Medium
25:38.0,32.44,90.39,53,Normal,3.04,Muddy,7.89,Medium
25:42.7,32.38,90.28,54,Normal,3.22,Muddy,7.93,Medium
25:47.3,32.44,90.39,54,Normal,3.12,Muddy,7.89,Medium
25:52.0,32.38,90.28,54,Normal,3.12,Muddy,8.02,Medium
26:01.3,32.38,90.28,54,Normal,3.16,Muddy,7.89,Medium
26:10.5,32.38,90.28,54,Normal,3.01,Muddy,7.8,Medium
26:15.2,32.38,90.28,54,Normal,3.18,Muddy,7.83,Medium
26:19.8,32.38,90.28,54,Normal,2.97,Muddy,7.83,Medium
26:33.8,32.38,90.28,53,Normal,3.13,Muddy,7.91,Medium
26:38.4,32.38,90.28,54,Normal,3.23,Muddy,7.52,Medium
26:43.1,32.31,90.16,53,Normal,3.16,Muddy,7.9,Medium
26:52.4,32.38,90.28,54,Normal,3.26,Muddy,7.57,Medium
26:57.0,32.31,90.16,54,Normal,3.11,Muddy,7.81,Medium
27:01.7,32.31,90.16,54,Normal,3.01,Muddy,7.9,Medium
27:29.5,32.31,90.16,54,Normal,3.24,Muddy,7.83,Medium
27:38.8,32.31,90.16,54,Normal,3.05,Muddy,7.9,Medium
27:48.1,32.31,90.16,55,Normal,3.11,Muddy,7.87,Medium
28:06.7,32.25,90.05,55,Normal,3.21,Muddy,7.88,Medium
28:11.4,32.25,90.05,54,Normal,3.2,Muddy,7.9,Medium
28:16.0,32.25,90.05,54,Normal,3.18,Muddy,7.83,Medium
28:20.6,32.25,90.05,55,Normal,3.09,Muddy,7.63,Medium
28:25.3,32.31,90.16,55,Normal,3.2,Muddy,7.95,Medium
28:39.2,32.25,90.05,54,Normal,3.17,Muddy,7.89,Medium
28:43.9,32.25,90.05,54,Normal,3.06,Muddy,7.8,Medium
28:48.5,32.25,90.05,55,Normal,3.25,Muddy,7.76,Medium
28:57.8,32.25,90.05,53,Normal,3.05,Muddy,7.86,Medium
29:02.4,32.19,89.94,54,Normal,3.06,Muddy,7.85,Medium
29:16.4,32.19,89.94,54,Normal,3.01,Muddy,7.55,Medium
29:21.0,32.19,89.94,54,Normal,3.31,Muddy,7.87,Medium
29:25.7,32.19,89.94,54,Normal,3.28,Muddy,7.89,Medium
29:35.0,32.19,89.94,53,Normal,3.1,Muddy,7.91,Medium
29:39.6,32.19,89.94,55,Normal,3.07,Muddy,7.58,Medium
29:48.9,32.13,89.82,55,Normal,3.18,Muddy,7.87,Medium
30:02.8,32.13,89.82,53,Normal,3.32,Muddy,7.79,Medium
30:07.5,32.13,89.82,53,Normal,3.04,Muddy,7.87,Medium
30:30.7,32.13,89.82,55,Normal,3.32,Muddy,7.93,Medium
30:35.4,32.19,89.94,54,Normal,3.12,Muddy,7.96,Medium
30:40.0,32.13,89.82,53,Normal,3.06,Muddy,7.85,Medium
30:44.7,32.06,89.71,54,Normal,3.07,Muddy,7.93,Medium
30:54.0,32.06,89.71,53,Normal,3.12,Muddy,7.65,Medium
30:58.6,32.13,89.82,54,Normal,3.28,Muddy,7.88,Medium
31:07.9,32.06,89.71,53,Normal,3.05,Muddy,7.82,Medium
31:12.5,32.06,89.71,54,Normal,3.21,Muddy,7.68,Medium
31:21.8,32.06,89.71,55,Normal,3.11,Muddy,7.81,Medium
31:31.1,32.06,89.71,54,Normal,3.33,Muddy,7.88,Medium
31:40.4,32.06,89.71,54,Normal,3.28,Muddy,7.78,Medium
31:45.0,32,89.6,54,Normal,3.04,Muddy,7.9,Medium
31:49.7,32,89.6,54,Normal,3.23,Muddy,7.83,Medium
31:59.0,32.06,89.71,54,Normal,2.98,Muddy,7.66,Medium
32:03.6,31.94,89.49,53,Normal,3.01,Muddy,7.81,Medium
32:12.9,32,89.6,54,Normal,3.32,Muddy,7.95,Medium
32:17.6,31.94,89.49,54,Normal,3.06,Muddy,7.87,Medium
32:26.9,32.06,89.71,54,Normal,3.08,Muddy,7.88,Medium
32:36.1,32,89.6,54,Normal,3.16,Muddy,7.92,Medium
32:40.8,32,89.6,54,Normal,3.23,Muddy,7.89,Medium
32:50.1,32,89.6,54,Normal,3.16,Muddy,7.98,Medium
32:54.7,31.94,89.49,53,Normal,3.31,Muddy,7.89,Medium
32:59.4,32,89.6,54,Normal,3.09,Muddy,7.9,Medium
33:04.0,32,89.6,53,Normal,3.3,Muddy,7.91,Medium
33:08.7,31.94,89.49,54,Normal,3.12,Muddy,7.79,Medium
33:13.3,32,89.6,53,Normal,3.35,Muddy,7.58,Medium
33:27.3,31.94,89.49,54,Normal,3.13,Muddy,7.88,Medium
33:31.9,31.94,89.49,54,Normal,3.3,Muddy,7.88,Medium
33:36.5,31.94,89.49,54,Normal,3.15,Muddy,7.85,Medium
33:41.2,31.94,89.49,55,Normal,3.12,Muddy,7.92,Medium
33:50.5,31.87,89.37,54,Normal,3.2,Muddy,7.8,Medium
33:55.1,31.87,89.37,54,Normal,3.44,Muddy,7.89,Medium
33:59.8,31.94,89.49,53,Normal,3.1,Muddy,7.86,Medium
34:04.4,31.94,89.49,54,Normal,3.39,Muddy,7.46,Medium
34:09.1,31.87,89.37,53,Normal,3.16,Muddy,7.77,Medium
34:13.7,31.94,89.49,53,Normal,3.36,Muddy,7.81,Medium
34:18.3,31.94,89.49,55,Normal,3.16,Muddy,7.75,Medium
34:41.6,31.87,89.37,54,Normal,3.21,Muddy,7.95,Medium
34:46.2,31.94,89.49,53,Normal,3.16,Muddy,7.94,Medium
34:55.5,31.87,89.37,54,Normal,3.13,Muddy,7.87,Medium
35:04.8,31.87,89.37,54,Normal,3.33,Muddy,7.92,Medium
35:09.5,31.87,89.37,54,Normal,3.23,Muddy,7.77,Medium
35:14.1,31.94,89.49,54,Normal,3.12,Muddy,7.89,Medium
35:18.7,31.87,89.37,54,Normal,3.11,Muddy,7.99,Medium
35:32.7,31.87,89.37,54,Normal,3.27,Muddy,7.94,Medium
35:37.3,31.81,89.26,54,Normal,3.4,Muddy,7.87,Medium
35:46.6,31.81,89.26,53,Normal,3.44,Muddy,7.81,Medium
35:55.9,31.81,89.26,55,Normal,3.19,Muddy,7.76,Medium
36:05.2,31.75,89.15,54,Normal,3.35,Muddy,7.9,Medium
36:19.1,31.81,89.26,54,Normal,3.36,Muddy,7.87,Medium
36:23.8,31.81,89.26,54,Normal,3.4,Muddy,8.03,Medium
36:42.4,31.75,89.15,54,Normal,3.1,Muddy,7.86,Medium
36:56.3,31.75,89.15,54,Normal,3.39,Muddy,7.86,Medium
37:10.2,31.75,89.15,54,Normal,3.28,Muddy,7.9,Medium
37:14.9,31.75,89.15,54,Normal,3.18,Muddy,7.82,Medium
37:19.5,31.75,89.15,55,Normal,3.16,Muddy,7.86,Medium
37:28.8,31.81,89.26,54,Normal,3.4,Muddy,7.79,Medium
37:33.5,31.69,89.04,54,Normal,3.48,Muddy,7.73,Medium
37:42.8,31.75,89.15,55,Normal,3.18,Muddy,7.85,Medium
37:47.4,31.75,89.15,54,Normal,3.4,Muddy,7.81,Medium
37:52.1,31.75,89.15,55,Normal,3.3,Muddy,7.65,Medium
38:10.6,31.69,89.04,54,Normal,3.21,Muddy,7.87,Medium
38:15.3,31.69,89.04,53,Normal,3.45,Muddy,7.85,Medium
38:19.9,31.69,89.04,54,Normal,3.32,Muddy,7.78,Medium
38:29.2,31.69,89.04,54,Normal,3.4,Muddy,7.83,Medium
38:38.5,31.69,89.04,54,Normal,3.46,Muddy,7.9,Medium
38:47.8,31.69,89.04,55,Normal,3.4,Muddy,7.73,Medium
39:11.0,31.62,88.92,53,Normal,3.33,Muddy,7.89,Medium
39:15.7,31.62,88.92,54,Normal,3.44,Muddy,7.91,Medium
39:20.3,31.62,88.92,54,Normal,3.23,Muddy,7.84,Medium
39:25.0,31.56,88.81,54,Normal,3.33,Muddy,7.85,Medium
39:34.3,31.62,88.92,54,Normal,3.22,Muddy,7.86,Medium
39:38.9,31.56,88.81,54,Normal,2.7,Muddy,7.83,Medium
39:43.6,31.62,88.92,53,Normal,2.18,Muddy,7.99,Medium
39:57.5,31.56,88.81,54,Normal,3.16,Muddy,7.94,Medium
40:06.8,31.56,88.81,54,Normal,3.15,Muddy,7.75,Medium
40:11.4,31.56,88.81,53,Normal,3.48,Muddy,7.93,Medium
40:16.1,31.56,88.81,54,Normal,3.39,Muddy,7.87,Medium
40:20.7,31.56,88.81,54,Normal,3.1,Muddy,7.78,Medium
40:34.7,31.56,88.81,55,Normal,3.28,Muddy,7.88,Medium
40:39.3,31.5,88.7,55,Normal,3.35,Muddy,7.92,Medium
40:43.9,31.5,88.7,55,Normal,3.35,Muddy,7.97,Medium
40:53.3,31.5,88.7,53,Normal,3.38,Muddy,7.97,Medium
41:02.5,31.5,88.7,54,Normal,3.23,Muddy,7.85,Medium
41:07.2,31.5,88.7,54,Normal,3.28,Muddy,7.65,Medium
41:16.5,31.5,88.7,54,Normal,3.42,Muddy,7.69,Medium
41:21.1,31.5,88.7,54,Normal,3.24,Muddy,7.51,Medium
41:25.8,31.5,88.7,54,Normal,3.09,Muddy,7.75,Medium
41:39.7,31.5,88.7,55,Normal,3.04,Muddy,7.73,Medium
41:44.3,31.5,88.7,55,Normal,3.18,Muddy,7.79,Medium
41:49.0,31.44,88.59,54,Normal,3.32,Muddy,7.72,Medium
41:53.6,31.44,88.59,54,Normal,3.4,Muddy,7.95,Medium
41:58.3,31.5,88.7,54,Normal,3.33,Muddy,7.89,Medium
42:02.9,31.5,88.7,55,Normal,3.35,Muddy,7.9,Medium
42:07.6,31.5,88.7,54,Normal,3.16,Muddy,7.99,Medium
